"STATION","NAME","DATE","DAPR","DASF","MDPR","PRCP","SNOW","TMAX","TMIN","TOBS"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-17",,,,"0.00","0.0","68","47","52"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-18",,,,"0.58","0.0","58","37","39"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-19",,,,"0.00","0.0","64","39","46"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-20",,,,"0.00","0.0","73","46","51"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-21",,,,"0.00","0.0","77","50","51"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-22",,,,"0.00","0.0","64","51","61"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-23",,,,"0.42","2.0","68","24","28"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-24",,,,"0.00","0.0","48","28","45"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-25",,,,"0.11","1.0","51","31","35"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-26",,,,"0.00","0.0","49","28","40"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-27",,,,"0.00","0.0","50","29","31"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-28",,,,"0.69","1.5","40","31","38"
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-29",,,,"0.13","0.0","46","33",
"USC00425186","LOGAN UTAH ST U, UT US","1942-04-30",,,,"0.01","0.0","54","31","34"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-01",,,,"0.00","0.0","52","33","41"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-02",,,,"0.13","0.0","50","31","33"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-03",,,,"0.00","0.0","56","33","49"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-04",,,,"0.00","0.0","48","38","42"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-05",,,,"0.20","0.0","56","35","38"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-06",,,,"0.00","0.0","63","37","42"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-07",,,,"0.00","0.0","73","41","44"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-08",,,,"0.00","0.0","77","44","55"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-09",,,,"0.00","0.0","73","54","59"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-10",,,,"0.00","0.0","43","42","43"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-11",,,,"0.03","0.0","43","34","36"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-12",,,,"0.45","0.0","44","33","38"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-13",,,,"0.21","0.0","50","33","36"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-14",,,,"0.14","0.0","60","35","40"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-15",,,,"0.02","0.0","63","40","47"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-16",,,,"1.04","0.0","49","35","37"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-17",,,,"0.09","0.0","57","37","47"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-18",,,,"0.00","0.0","65","38","42"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-19",,,,"0.00","0.0","65","42","49"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-20",,,,"0.00","0.0","72","46","49"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-21",,,,"0.00","0.0","79","49","53"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-22",,,,"0.00","0.0","84","53","60"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-23",,,,"0.00","0.0","79","59","63"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-24",,,,"0.00","0.0","73","47","62"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-25",,,,"0.00","0.0","83","55","59"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-26",,,,"0.00","0.0","61","42","56"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-27",,,,"0.06","0.0","62","41","47"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-28",,,,"0.01","0.0","60","41","44"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-29",,,,"0.00","0.0","68","40","42"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-30",,,,"0.02","0.0","63","36","45"
"USC00425186","LOGAN UTAH ST U, UT US","1942-05-31",,,,"0.00","0.0","67","43","57"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-01",,,,"0.00","0.0","74","45","53"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-02",,,,"0.00","0.0","80","50","52"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-03",,,,"0.00","0.0","78","50","54"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-04",,,,"0.00","0.0","71","46","52"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-05",,,,"0.00","0.0","76","51","66"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-06",,,,"0.00","0.0","86","54","58"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-07",,,,"0.00","0.0","81","56","65"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-08",,,,"0.00","0.0","81","51","57"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-09",,,,"0.08","0.0","79","52","60"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-10",,,,"0.00","0.0","77","49","51"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-11",,,,"0.00","0.0","66","44","48"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-12",,,,"0.00","0.0","65","45","47"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-13",,,,"0.00","0.0","74","43","49"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-14",,,,"0.00","0.0","75","47","60"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-15",,,,"0.00","0.0","70","58","61"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-16",,,,"0.14","0.0","75","45","52"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-17",,,,"0.00","0.0","77","51","60"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-18",,,,"0.00","0.0","83","52","57"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-19",,,,"0.00","0.0","70","52","55"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-20",,,,"0.00","0.0","72","46","50"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-21",,,,"0.00","0.0","70","45","53"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-22",,,,"0.00","0.0","82","49","51"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-23",,,,"0.00","0.0","86","50","57"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-24",,,,"0.00","0.0","89","54","54"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-25",,,,"0.00","0.0","88","54","62"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-26",,,,"0.56","0.0","72","45","47"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-27",,,,"0.19","0.0","63","38","45"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-28",,,,"0.01","0.0","71","44","62"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-29",,,,"0.00","0.0","79","50","55"
"USC00425186","LOGAN UTAH ST U, UT US","1942-06-30",,,,"0.00","0.0","79","54","62"
"USC00425186","LOGAN UTAH ST U, UT US","1942-07-01",,,,"0.00","0.0","88","62","69"
"USC00425186","LOGAN UTAH ST U, UT US","1942-07-02",,,,"0.00","0.0","85","56","60"
"USC00425186","LOGAN UTAH ST U, UT US","1942-07-03",,,,"0.00","0.0","90","57","59"
"USC00425186","LOGAN UTAH ST U, UT US","1942-07-04",,,,"0.00","0.0","93","59","70"
"USC00425186","LOGAN UTAH ST U, UT US","1942-07-05",,,,"0.00","0.0","95","63","75"
"USC00425186","LOGAN UTAH ST U, UT US","1942-07-06",,,,"0.00","0.0","94","66","79"
